EmployeeID,FirstName,LastName,Gender,DateOfBirth,HireDate,DepartmentID,PositionID,Salary,PerformanceScore,Email,PhoneNumber,ManagerID,EmploymentType,Location
0ed75ab7-d421-4f10-8937-8fc6250a42c0,Juan,Deleon,Other,1989-09-16,2018-10-02,3,14,64928,7,kathleenbutler@example.org,(770)668-5806,5690f44e-4733-4bb6-a237-1b87ace2ee16,Part-Time,Australia
25ba4b81-cfc7-4ed3-a4f9-3cc9372f2d08,Donald,Roman,Female,1983-04-06,2016-06-06,1,4,70864,10,amyrollins@example.org,906.973.1473x113,79832c6d-3375-49df-a68f-3ed3efda125c,Part-Time,India
1290253f-7505-4d50-a898-898b1d3da2b6,Daniel,Gordon,Female,2000-09-24,2020-05-24,3,12,45698,6,amandamathews@example.com,577.852.9081,a13f691f-a5c9-45e9-8087-bfb1f76e9cf3,Contract,Australia
42442642-6393-44e0-91c8-cf71482f6819,Lindsey,Miller,Male,1966-02-19,2017-02-26,9,10,45545,5,john12@example.net,535.625.6827x549,c01da9b6-9453-4cf9-977b-59e93924b0d5,Contract,USA
c5eec917-5658-4bfd-9a81-e4cc79da4187,Daniel,Hill,Female,1977-12-22,2015-03-24,10,20,77736,7,megan36@example.net,833-534-3608,e1a56b46-d90a-4c52-b922-051ad2ccd589,Full-Time,USA
e7ed0b63-b080-4fd0-bee9-8ad918dcf36f,Julie,Martinez,Male,1996-06-24,2023-01-30,7,13,76504,5,xjackson@example.com,972.481.9468,d4940ee8-9326-4ccc-93fc-e83c92bf3764,Full-Time,USA
5c1b53bf-4f14-4970-a591-6e668a285593,Carl,Campbell,Female,1977-12-16,2018-04-10,3,20,98497,8,mcdonaldelizabeth@example.net,264-411-1932x5198,2c26e971-947f-4b2e-af94-5bbbee21dc5f,Contract,Australia
c2f9684a-2769-40b5-b584-8f97b1cf6c19,Cynthia,Cook,Male,1966-03-01,2019-07-27,8,4,76577,2,michaeljones@example.com,+1-232-906-0744x974,2d3932d3-c039-4a16-ae47-c0fa36de8923,Full-Time,Australia
59c3d2ab-4006-4365-9adc-b66c4aba27b3,Todd,Riley,Female,1964-02-21,2020-03-21,2,5,42898,9,vbowman@example.com,+1-412-208-4825x822,3b15cb05-3d0c-4d04-aa73-e491dc65761d,Contract,Canada
12c25df2-cc05-4e96-baa8-442202e4a719,Gary,Hopkins,Male,1971-06-29,2021-12-12,1,3,40139,7,woodsdaniel@example.net,001-732-423-6865,d40e3ee1-ba6f-4094-aa83-a68778134fb9,Part-Time,Canada
d897db21-cd9c-4121-bab3-4a6cd3bb29d0,George,Macdonald,Male,1980-02-12,2016-06-17,9,17,76390,6,terrycaleb@example.org,001-510-580-7905x3815,a18f1c0e-93ef-4567-9ee3-c6872dcb3feb,Contract,Australia
d87144ab-c33b-42b2-b12b-9d3355f575a1,Michael,Walls,Female,1988-07-29,2020-09-26,4,14,100089,8,torrescarol@example.com,338.666.9401x842,99dd77c4-f079-4836-9beb-64b88b64df05,Full-Time,India
71afa963-5d8c-43da-b89a-1750e8417397,Jasmine,Martinez,Female,1982-12-28,2022-09-20,6,12,89150,4,yalexander@example.com,+1-625-263-7344x015,b9b16466-162f-44c8-a546-c30430e527cc,Part-Time,USA
8189d298-2995-48e8-838a-aea0598091a0,Mark,Yang,Female,1999-01-04,2017-01-08,4,5,56845,1,andrewskellie@example.com,899.579.5765x292,c45d2081-4f8a-4f4d-94b8-72881986418c,Part-Time,USA
3a0f7db7-2665-46dd-842f-60b53e7d92cf,Justin,Parks,Female,1965-05-10,2017-09-14,9,20,86271,5,johnsonsierra@example.org,945.659.4077,d4f28531-2fd0-418f-827c-82c74dd76b98,Full-Time,Canada
03e5e0b3-6b4f-4439-95eb-b711c4aaaa95,Rebecca,Lopez,Female,1988-12-24,2015-07-11,6,15,73697,4,qsaunders@example.net,6086335722,983a67e0-1a33-40f8-83eb-44d82244d7f3,Part-Time,USA
adaadcc0-7f07-4bf7-8810-bb110b0eb24b,Vincent,Evans,Other,1984-04-30,2021-11-29,7,17,65252,3,cranethomas@example.com,+1-874-217-6610x24802,2f899063-b474-43b1-844a-db27ad45ab1b,Part-Time,USA
4cfb5fe4-95d5-4fe7-9867-216a2cfd8f81,Martha,Cook,Female,1985-01-19,2022-01-08,1,16,107642,1,dorisporter@example.org,733.626.9235,86344d44-5cd7-4724-be28-0bee9c49b965,Contract,Canada
4f9b3833-8030-4a28-9b97-ef8b3899818c,Luis,Nichols,Other,1993-03-16,2023-10-16,1,11,66789,6,jillwells@example.net,391-689-6020,374492af-9a19-47d1-a04c-5a6fbca43bde,Part-Time,Australia
52a39131-8154-45d4-9f43-8874a4ab8c4a,Suzanne,Jordan,Male,1990-05-26,2023-05-27,8,7,113999,8,ischroeder@example.org,793-380-5723x305,75cb51ea-bb25-4f6d-866e-2d55ad5c7369,Contract,India
23a13f36-a609-4678-a608-57cad9ada6fd,Kimberly,Hill,Other,1968-02-17,2023-05-22,3,8,116098,3,williamsonbenjamin@example.org,001-626-818-0854x1754,96872dfa-cc91-4e36-bcb4-0d0cc45a95cf,Full-Time,Canada
fa4c00f6-dac3-4c8b-8f34-919664bcb988,Nina,Burgess,Other,1983-10-10,2022-09-18,3,8,77526,10,juliafox@example.com,674-232-7103,a6f916f5-f6a6-4c51-976f-17cac0e6d1c4,Part-Time,Australia
7f7f059e-ec74-46ae-a63c-fccbfc5be0d9,Amber,Campos,Female,2002-01-21,2018-12-30,5,17,114293,7,spencerwilliam@example.org,+1-683-237-5024x15811,683f7c5f-67d6-4a7b-bd15-2b43e517fb66,Full-Time,Australia
03448a6e-3671-4f1b-9214-934432c1ede5,Sara,Martinez,Female,1997-12-22,2024-07-31,1,15,111310,9,courtneymedina@example.com,(280)402-6089x141,e841b383-e917-4587-836b-887306f459cc,Contract,Australia
54b4c915-f1c1-4514-b16c-c289269dadaf,Matthew,Williams,Female,1969-11-24,2020-03-15,4,11,108663,9,xlloyd@example.com,(529)420-8712,bab2b243-a3c3-46e2-80d9-87af1178e904,Part-Time,India
3ca273ec-75f1-44f6-9d20-34cb563b8736,Scott,Ferguson,Other,1987-03-16,2024-12-13,3,12,96550,6,galvanjohn@example.org,711-264-2689x334,97e1ab1f-6d89-48be-be95-22235d4c3c78,Contract,Australia
9e5d791e-532f-4f5b-9824-15358c216814,Shannon,Brown,Female,1965-07-13,2016-01-05,4,13,53459,9,nnichols@example.net,001-979-371-2225x466,,Contract,India
1f841645-3fb4-4ae2-828d-877abf551800,William,Powell,Female,1987-10-08,2024-02-16,10,13,86146,8,mhubbard@example.com,(674)436-5292x304,a57ac4d6-2e3b-44a7-8887-fe25a89b1ea6,Part-Time,USA
7964ec27-12c2-4a30-bf89-867a52b0b892,George,Davidson,Female,1966-03-18,2020-07-09,4,5,85778,4,richardharrison@example.org,4547185748,efa47f27-2940-4761-9a63-d5b69e068d7c,Part-Time,Australia
dc5b7c6e-06da-484c-9fa3-1bbfa6cb9c37,James,Harrison,Female,1974-06-25,2017-08-20,1,18,57103,8,vjones@example.org,613.955.3519x044,7e642cc2-6c13-440b-baaa-ee5431982403,Full-Time,Canada
a8409a37-73bb-4b57-9ce9-d4593dd62dce,Alexander,Ortega,Other,1979-04-27,2019-05-24,8,16,53101,5,sheltonnatalie@example.org,3967048053,0de714f4-ceb4-4661-b524-2fba9de6e513,Contract,India
afb4b3b7-f7f6-4902-816b-752f810d598c,Mark,Keith,Male,1964-12-20,2018-12-16,6,8,48803,3,pollardjack@example.org,001-620-791-4023x4378,,Part-Time,USA
7d494112-5832-4163-8fbb-61038a40136f,Kristen,Paul,Male,1989-05-14,2022-04-22,3,13,111842,2,hfarmer@example.com,001-637-972-0803,fc8bc871-5d83-4e34-8bf0-dc74e762ef09,Full-Time,Canada
0165a65c-0295-4161-8982-b65997425e8c,Jill,Turner,Male,1968-08-06,2019-07-20,3,15,82793,9,tamara33@example.net,001-618-429-1426x1122,89a4e9d3-13b0-4863-8f19-48419c8c90b9,Part-Time,Australia
538627af-636a-4d4d-a2a7-b602246d96c6,Travis,Nguyen,Other,1999-12-08,2020-11-17,3,11,64520,9,aaron52@example.net,+1-464-830-8757,ff5dca7c-801c-4a8c-ad3e-69b1427cb7f2,Contract,Australia
78aa274d-9619-462c-997b-d32dc9fcf7ce,Carl,Harris,Male,1976-08-02,2020-09-15,9,19,106274,1,greenmichele@example.org,339-714-0286x5807,93d3ff18-2a75-4bd2-a1ed-01a6873ccf2a,Contract,India
7efc3f60-8aa1-4612-be2d-a419e246e747,Kevin,Nichols,Other,1981-08-17,2016-08-13,9,18,79635,4,omiller@example.net,+1-402-823-0429x5929,7370a40e-b9e6-4c6b-a6de-5190733de85e,Part-Time,USA
884d6232-8f36-4039-9cb6-8ca723afe676,Kenneth,Harris,Male,1967-05-27,2020-04-23,8,2,99179,6,uwright@example.com,(447)237-0886x89382,,Full-Time,USA
3a5dc2c1-1fa9-4289-be61-3e1bddbcbe36,Kyle,Hammond,Male,1971-07-19,2025-01-07,6,11,86325,10,tinalarson@example.net,999.876.6943x1002,cb1ae5c4-a81a-445a-b3e1-ae3c4dac6825,Part-Time,Canada
a3e78f40-a311-4e35-91cb-2cab67e1194a,James,Anderson,Male,1972-04-15,2015-04-27,1,16,42288,10,joshua95@example.org,+1-749-862-9171x800,e4aef11e-3c08-41af-8b5f-382429b236d8,Part-Time,Australia
e8306bc3-c654-4c12-b5c3-59153acec4a5,Luke,Frey,Other,1997-06-21,2024-05-20,2,8,116917,8,robinsondaniel@example.com,533-319-1188x2579,d8ec471c-ca0b-4372-9964-de33e5750da4,Contract,India
0f5639a9-74cd-4960-b88d-0f069e1c7d0f,Jody,Melendez,Male,1994-12-19,2019-05-27,9,8,56454,6,lauren25@example.org,(287)978-7423,0c845267-e3e3-4019-8702-68558cc2d0c7,Contract,India
f111c7fd-7ffd-4fdb-99fd-e3bea864582f,Jamie,Lucero,Male,1988-04-22,2016-08-03,4,12,82315,9,anthonyford@example.com,260-297-6579,ef31bfed-7c7d-4302-b448-d3db2020c092,Full-Time,India
4e020afc-2876-418c-a5d2-9a46ceb1c292,Jessica,Sanchez,Other,1983-09-17,2021-11-27,4,6,100679,4,kaitlyntran@example.org,574.718.9953x4349,a868b150-68c4-468f-94b8-1ccf48dbf650,Full-Time,Australia
fbccd9c0-cc30-458b-a5df-69b7daf03abf,Michael,Guerra,Other,1978-01-22,2015-07-25,1,11,109601,7,adrienne83@example.com,001-565-602-4355x50535,db1d6825-61c7-405a-ad09-cedbf00d3e82,Contract,USA
ed8578bc-5501-4dee-9847-f74004064f42,Bryan,Hess,Female,1986-07-11,2015-10-13,8,18,58021,8,olang@example.net,001-474-606-8186,e827e43d-a6cb-4a29-b3ac-ece54004964a,Part-Time,USA
135e4a39-f74b-4a0a-aa60-4d484d2c4ee6,Brian,Raymond,Other,1980-02-20,2023-04-26,3,17,98792,4,diane60@example.net,480-435-5810x14695,dfa43f70-d1f5-414f-816d-172c0512c00a,Contract,Australia
cf71e719-c40a-4ce5-b42d-a84c95ea0340,Lisa,Maldonado,Female,1985-02-28,2017-03-26,3,4,92229,2,franklinjames@example.net,522.817.2892,845b2a94-41a2-42fb-8062-c57fa9a037d8,Full-Time,Canada
745ded0a-fb9d-457a-8c64-575cc2358792,Aaron,Warren,Other,1988-08-17,2023-09-18,1,3,48175,4,zacharywise@example.net,628-603-3183x457,,Full-Time,Australia
bcefd5a0-11f7-4b69-9ca5-451f86c8f4ab,Julie,Chavez,Female,1989-06-17,2022-01-21,9,19,48113,10,kylebarton@example.com,430-646-3227x461,9f52f5f8-0f65-4132-8dc3-3e916731f5a6,Full-Time,USA
7f601e70-ff7b-4c26-a8b8-599f1c0dc05b,Gabriel,Stewart,Male,1974-04-25,2016-06-08,6,10,43274,4,arthur22@example.com,902.363.1270,38c79db9-381b-438a-838a-7809b733b6b0,Part-Time,USA
386db5a4-285f-4bd9-924b-517ed0556bd7,Robin,Case,Male,1975-09-05,2021-10-11,4,17,98540,7,stevenjimenez@example.net,001-428-389-7208x097,,Contract,USA
bdf3825b-0781-4472-8828-0e3f07d55b4f,Brittney,Cook,Male,1970-07-16,2019-11-30,5,15,106128,6,matthewadams@example.com,(246)541-3597x918,f4c42961-4e99-471a-8305-f1cbf02917e9,Full-Time,USA
1333cac6-7fbb-4ee5-99b2-3b49fe543d9e,Jack,Shah,Other,1975-05-31,2022-04-05,2,2,73336,3,sonya41@example.net,496-611-6549x90171,55f90807-58db-48b0-9857-b27bbef2ac63,Full-Time,Australia
df3e53e1-b009-495a-91d5-8595cef0a5b5,Joshua,Riggs,Female,1988-07-20,2015-06-24,2,9,113774,4,tannerlee@example.org,(719)917-8000x67792,,Full-Time,Australia
68f768b3-eed3-4b76-80dd-5137267eeee6,Jeremy,Winters,Female,1983-05-27,2019-10-22,4,7,92638,6,adam58@example.org,001-938-424-6326,0824fb54-7c75-41c3-b755-76252acea60c,Part-Time,Australia
7b1dffd5-25ce-4814-8d66-ba62d7f40f30,Danielle,Baker,Male,1977-01-24,2016-08-22,7,3,61122,9,buckstanley@example.net,(536)664-8072,b249ade6-d052-4679-9454-4db61828d3d7,Full-Time,Australia
b4366f51-04ec-4b05-814d-c68c7d39c351,Richard,Rhodes,Male,1969-12-07,2018-10-11,2,12,41372,10,jadams@example.net,746-543-2361,6c319cf1-5065-4124-bbc9-3fcb567e82c3,Full-Time,Australia
34e7ee6d-b87a-4aeb-9089-12977d6ec199,Christopher,Stephenson,Female,1993-01-04,2015-02-06,5,20,65430,2,nicolepatrick@example.com,533-455-2925,2a957f89-330b-4e8d-bc4b-2ebafdd1e2ca,Contract,USA
44c3856c-aad5-4877-918f-37538f63e190,James,Ramirez,Male,1992-04-08,2019-07-06,5,12,60067,2,rachel97@example.com,6768344293,ef708bfb-7c86-49c9-955f-2bd150e67574,Full-Time,India
753f2091-0981-4780-8ef7-48ac0c975e05,Vernon,Perez,Male,1973-03-06,2017-01-29,9,14,47077,4,ralexander@example.org,580-801-5387,c9292fbb-39b6-4ea7-afd5-54f12ca87535,Full-Time,USA
dcef3d19-6808-4af0-8b62-00d9912c6a86,Robert,Mcintyre,Male,2002-08-23,2015-12-01,4,14,81133,3,nicole16@example.org,963.353.9271,ae253d2d-5373-4af9-aa34-34bcc247c02c,Full-Time,India
bb858705-5eb4-4705-b679-9b9729db3423,Laura,Garcia,Male,1968-08-30,2021-09-20,5,2,61207,5,foxrobert@example.org,7898148087,560639c9-b8ff-46c6-a286-9f9cc897a99e,Contract,Canada
c6249852-a0af-4d8e-9227-628fdf5fc756,Ashley,Alvarado,Female,1995-11-01,2015-06-03,9,20,107885,2,dominguezcourtney@example.org,001-812-306-7081x396,fe8d9201-3399-4084-8d7f-c1024430e14d,Full-Time,Canada
371b68c1-a315-40ed-9468-0cd81aa3afd5,Jeremy,Velez,Female,1967-08-25,2024-06-23,4,7,106926,4,jennifermartinez@example.com,001-753-477-2205,7eb8ff58-d5ea-4a20-9073-f21b8055c160,Part-Time,Australia
43309933-c433-42bd-b578-0934779d0359,Jade,Grant,Female,1982-10-10,2017-06-29,1,13,68295,6,elarson@example.com,+1-439-868-8612x72753,dba945da-fb68-4260-8310-f22bfabd699e,Full-Time,Canada
ce0ca02d-34ac-4a75-b21e-b776b6c67128,Brandi,Robbins,Male,1984-01-22,2018-03-22,1,5,97415,1,opatterson@example.org,001-928-839-2996x8492,2e4dd913-19af-4111-9181-172f4f5882b5,Contract,Australia
8199887e-3870-4bbe-b150-67512c8d36c8,Ruben,Jones,Other,1982-11-23,2019-01-09,1,14,114526,6,jjohnson@example.net,001-697-954-6411,ff34c448-aa40-4774-930d-f9b1bdcaab9a,Full-Time,Canada
5565c722-01f7-4845-abe9-28d764a17dd1,Julie,Barrett,Female,1975-03-31,2020-11-17,2,5,67076,4,manningglenda@example.net,001-495-788-3127x32022,6f3d07b6-38a1-482b-90ae-6ab3d7304bfd,Contract,India
bd2bb217-52d4-4617-b27f-ad52137fe4c1,Grace,Garrett,Female,1993-10-31,2020-06-10,1,14,101919,4,simmonsanne@example.org,6229805442,dee74b2f-02d1-417b-b78c-e6528f6c21fb,Part-Time,India
f8dc055e-00a8-45bb-94e9-a03a96edc4d7,Maria,Davidson,Male,1984-11-09,2018-05-09,2,3,72112,8,haley94@example.com,(866)459-2395,19fc77e1-7951-4f5d-ae89-d2deb6f0418e,Full-Time,Australia
e76b9683-3be8-43a4-8701-ec17f38ff056,Michael,Wilson,Other,1965-09-27,2016-04-05,9,20,65452,9,shieldskathleen@example.net,001-218-658-5493x139,f6ae1753-2cc5-4663-a45a-c7419f75097b,Full-Time,India
0fdc621a-fd02-4d5d-b411-e688c5a1e8be,David,Cervantes,Female,1965-10-01,2022-05-30,6,5,119396,1,simpsonrobert@example.com,(236)371-9826x99605,4f1d8660-93ee-4c32-b9de-4f9c200428cf,Full-Time,Australia
186680ab-2c7b-4faf-ac72-8b3ef2406c84,Linda,Dixon,Other,1987-06-20,2022-08-04,7,3,88368,1,lmartin@example.org,285.824.8925,cbed9e0d-0aa8-4eb5-999b-bf73a2edab21,Full-Time,USA
72b8adbd-595b-476f-8295-13aa3e83e541,Larry,Johnson,Other,1980-07-14,2019-01-07,5,9,49715,3,diane79@example.net,001-326-877-4461,b529f4a9-a479-4212-bc3f-7daea93add77,Part-Time,USA
0f78d2be-331c-4c25-8104-062ddffc096c,Maria,Byrd,Female,1999-08-07,2023-12-09,3,12,92731,9,garzakelly@example.com,4795314499,4d88ab73-4833-4de0-87cc-40b3d8634146,Part-Time,USA
7d7d1829-ca2d-492a-bedf-fb301c176f6c,Amanda,Clark,Female,1968-09-10,2015-07-26,10,20,67567,10,tracyellis@example.com,(717)755-4587,614516ae-7c5e-42a0-a228-c0c4c42d46b3,Full-Time,Canada
dec2f409-1d82-42c3-8b77-dee6acbb76b1,Jessica,Bryant,Other,1990-08-04,2023-08-04,6,20,42657,5,richard58@example.org,+1-938-777-9388x5737,24d8fc1a-1dcd-4225-ad93-074edf851d3f,Full-Time,Canada
08abebc2-698b-4778-a8e8-3ce29fdbdfd9,Samantha,Arias,Female,2000-11-15,2020-10-19,10,3,65631,4,deborah95@example.com,597-648-3897,9b1428f0-c201-4f36-85c2-69e92115e5dc,Part-Time,USA
77599df7-8687-49d4-83ab-6441ce5c16ef,George,Stephens,Other,1984-05-26,2021-10-15,7,2,106279,7,andrew60@example.org,001-766-741-2217x0595,11fabb0e-ef80-408f-931a-6a7e45aa0d3e,Contract,USA
6bc1edb3-a66a-48d0-9ff2-335622114e2f,Barry,Cunningham,Other,1989-05-29,2016-10-14,2,7,45717,8,carterkimberly@example.com,(657)512-9773,7c274644-49be-4c15-b353-3916bf3ceb1a,Contract,USA
c289f0c3-5cd4-46fc-8dd2-b9ffa8f32a2c,Robert,Love,Female,1969-04-22,2021-08-10,4,15,59113,9,ivansmith@example.com,(669)322-1995x450,c1b534be-c778-488a-af3e-7eaf86cd9069,Contract,Canada
2926195d-1fc2-47fe-b453-17102ba521b7,Jesus,Peterson,Female,1968-02-10,2016-03-30,9,16,119055,3,donaldklein@example.net,534-670-0862x831,dbffe379-7ec8-4e70-9495-34989419b1d3,Part-Time,Canada
e7dba491-9029-4f45-b7a8-5e4b9d5d4c5d,Reginald,West,Female,1988-03-23,2018-04-07,8,1,101275,4,sarah95@example.net,(331)537-4091,1a5bdc28-39c3-41b1-966c-640d9b674249,Part-Time,Canada
260a263d-88f2-4bf6-ad5e-d46a1d55610f,Katrina,Mitchell,Other,1968-05-24,2023-04-10,5,4,48840,2,ralph22@example.com,744-887-0456,1ef7fb2a-b581-482d-bcb9-4d9da1942362,Full-Time,Australia
7b99fc71-0ccb-4b19-978c-844a51349f37,Kimberly,Carroll,Female,1992-08-01,2021-03-15,2,20,109787,1,ffoley@example.net,(270)601-0142,7cb37092-9b48-4bfd-8ddf-1f2d9e51cd13,Full-Time,USA
8b1a4691-2996-4e1a-91f8-aef1578fabfd,John,Sims,Male,1966-12-08,2019-01-22,8,4,59164,6,alvarezbryan@example.org,(707)333-4983x10741,888639dc-843d-472e-a99d-eef60b6d8374,Contract,Canada
